technology;“If your dream is to be a developer it’s never been easier thanks to companies like @GA & @CourseReport”- grad Jason http://bit.ly/GA-remote-grad-Jason 
technology;I’m looking for a Ruby on Rails or http://ASP.NET  project in need of some help. I have some hours opening up. Please RT.
technology;Get introduced to Android architecture components.
technology;“The Note-Taking Habits of Highly Successful People” by @AndrewMerle
technology;Another #Excel course was added to the library plus a Create #React App workshop. Read about them here: http://trhou.se/2uHaOrZ  #learntocode
technology;In this course w/ @pasanpr you’ll learn to build an app to read reviews on restaurants using the #Yelp API: http://trhou.se/2eHWawE  #iOS
technology;Robots are getting better at impersonating humans every day
technology;Build your #training program to connect #learning to career goals and to increase #engagement. Find out more: http://trhou.se/2vN6Aiu 
news;All-in-One Messenger is a blessing for people tired of chat windows http://cnet.co/2wjWKE4 
news;Kill your push notifications. Yes, really. Turn them all off.
news;LG's V30 is almost certainly dropping the second screen, but it's worth it http://tnw.me/DzURr7B 
news;@Uber and @lyft have been dealt a setback in their fight over the Seattle driver union http://cnet.co/2vhqG7g 
news;Inside Uber’s new approach to employee performance reviews http://tcrn.ch/2uTsi6c 
news;And @Facebook gobbles up another AI assistant startup. https://venturebeat.com/2017/07/31/facebook-acquires-ai-assistant-startup-ozlo/ 
news;Apple ARKit film experiment puts virtual robot commandos among humans http://tnw.me/iUxtIyG
news;4 things you need to create the best #UX #design #portfolio. #tips #designer #uiux https://yourstory.com/2017/08/create
news;The UK home secretary is wrong: 'real people' need end-to-end encryption http://tnw.me/0vy4MM6
news;QR codes might not be as lame as you think http://cnet.co/2vrDWqm
news;Facebook’s reportedly building a mysterious video chat camera and smart speaker http://tnw.me/lCKXTkl 
news;Funding science is like buying life insurance for your country.
news;There seems to be a federal war on scientific data, so @ucsc prof. @lindseyld got moving. Full #ArsLive interview: https://arstechnica.com/video/2017/06/the-u-s-government-is-removing-scientific-data-from-the-internet/ 
news;This might be the Galaxy Note 8's all new camera http://cnet.co/2vrCMeu
travel;Iconic Peggy’s Cove in Nova Scotia, Canada [PHOTO]  https://landlopers.com/2017/07/31/peggys-cove-photo … #VisitNovaScotia #ExploreCanada #Canada #ttot
travel;"You've been in the wind, you've been on my mind. You are the purest soul I've ever known in my life. Take your ti… http://ift.tt/2uikS8Q "
travel;#Namibia: the perfect #African adventure for families with little explorers http://lptravel.to/ybwD2M  @lpkids @imogenmaryhall #travel
travel;The 11 most romantic getaways in the U.S. 😍  http://cntrvlr.co/ODR0foH 
travel;"Why can't I travel? Why can't girls do whatever boys do?"
travel;New Post: Unlikely (For Me) Travel Experiences I Loved https://landlopers.com/2017/07/31/unlikely-travel-experiences-loved … #travel #Lp #ttot #comfortzone
travel;Exploring the #Alay Valley: Central Asia’s trekking utopia http://lptravel.to/l2qRfU  by @bradley_mayhew #travel
travel;This is the best hotel in EVERY state http://cntrvlr.co/IUhV5Xb 
travel;The very best beaches in #Hawaii: http://tandl.me/2w3NX9o
travel;Lured By The Pied Piper To Hameln, Germany https://landlopers.com/2016/08/23/hameln … #germanytravel #Germany #Hameln
travel;“If you think adventure is dangerous, try routine it’s lethal.” – Paulo Coelho. 
travel;See inside a special circumcision ceremony in Uzbekistan that is "almost as important as a wedding"
travel;Secret marvels: eyewitnesses of the weird and wonderful http://lptravel.to/TBrgl4  #travel
travel;The 12 most over-the-top cruise ship amenities http://cntrvlr.co/M3EMyHy 
technology;Anyone using Puma and NewRelic and see basically no time spent in "middleware" (~1-2 ms)? I think we may have a bug.
technology;Single-file Rails apps are actually useful. Here's the one we use to test the Sentry Ruby client
technology;Bro, everyone knows they're spending 100% of their revenue on server costs. Oh wait, no. They have a 50% gross margin
technology;Healthy body, healthy mind, healthy code? The Rubyroid Labs team has blogged about how they keep fit :-D
technology;But wait, there’s more: images of the new iPhone form-factor are also present. 😅 A lot of people at Apple are going to have a nasty Monday
technology;Announcing Joy of Elixir: https://elixirforum.com/t/joy-of-elixir/7341 …. A gentle introduction to programming with Elixir. #myelixirstatus
technology;Made a feature request to @Scoutapp, and they deployed it 3 hours later. 
technology;Github should totally build its own version of the Chrome dinosaur game, would make these outages more fun
technology;Chaining a webhook vulnerability into remote code execution via the Rails cache on Github Enterprise
technology;Implementing Clojure's 'interpose' in Ruby: http://www.bcobb.net/clojures-inter
technology;Benchmarking and Refactoring the content_for View Helper: https://www.driftingruby.com/episodes/bench #video
technology;Scope the Monkey: A Refinements Refresher
technology;Ehhh, anyone got a way for me to scrape my 500+ soundcloud likes  and backup locally? Sounds like it's time to jump ship
technology;A List of Ruby-Based Data Science Tools
news;Mozilla's new tool lets you send self-destructing 1GB files for free http://tnw.me/9FYgP3A 
news;Booster, an app for rich people who don't want to pump their own goddamn gas, raises $20 million
news;70% of the world’s population could live in a smart city by 2050. #CES2018 Smart Cities Marketplace has all the info http://bit.ly/2wlU2hD
news;A researcher turned an Amazon Echo into a DIY wiretap (!) http://cnet.co/2viKTt7 
news;LG's V30 is almost certainly dropping the second screen, but it's worth it http://tnw.me/fHzNi5G 
news;These are the robots who want to record your life.
news;Snap is in talks to buy Chinese selfie drone maker Zero Zero Robotics for $150M-$200M http://tcrn.ch/2w4YbHq 
news;Microsoft may be working on a Touch Cover for the iPad http://cnet.co/2viCLZC
news;20 percent of small businesses hit by ransomware shut down http://cnet.co/2viX3SL
news;Comcast fails to get hidden fee class action suit thrown out of court http://arstechnica.com/tech-policy/2017/08/comcast-fails-to-get-hidden-fee-class-action-suit-thrown-out-of-court/ … by @JBrodkin
news;Samsung Galaxy Note8: Final specs https://wp.me/p8wLEc-9tRb  by @evleaks
news;Celebrity Twitter accounts behave a lot like bots, study says http://tnw.me/Ox5NSj1 
news;Facebook wants your news feed to run much, much faster http://cnet.co/2uZ6PH8 
news;Apple explains why its Services business is booming https://wp.me/p8wLEc-9tPX  by @obrien
travel;The most beautiful black sand beaches in the world http://cntrvlr.co/HkxZmzc 
travel;There’s more to Austria’s forth-largest city of #Salzburg than Mozart and the Sound of Music, but it is first and
travel;New Post: Learning About Kyrgyzstan Cuisine on a Karakol Food Tour https://landlopers.com/2017/07/31/karakol-food-tour … #DiscoverKyrgyzstan #Asia #Karakol #spons
travel;Archaeologists Just Discovered a 'Little Pompeii’ in France http://www.cntraveler.com/story/archaeologists-just-discovered-a-little-pompeii-in-france … via @CNTraveler
travel;There's still time to plan the perfect beach camping getaway before the summer ends http://on.natgeo.com/2wmbu5I
travel;Set sail on the ferry running from mainland #Europe to #Iceland: http://lptravel.to/knZleu  #travel
travel;So glad I decided to make a slight detour to visit @JogginsFossils UNESCO site #visitnovascotia
travel;Budget-friendly lodging never looked so good 😍  #hostels
travel;Lonely Planet Italia's  Angelo Pittro is just back from #Vietnam. Check out his adventures here: http://lptravel.to/9pO6qD  by @superpruso
travel;#Havana: a great art city on the rise http://lptravel.to/6C2jMD  #travel
travel;Check out the view from my flight over the Greenland ice cap! Air Greenland #ilovegreenland http://fb.me/7Mudb3AR9 
travel;Alpaca dance lessons are a real thing in Canada http://cntrvlr.co/M59iAfq 
travel;Share your 'Travel Companion' stories with us and @PayPal for your chance to win $1K towards your next adventure! http://ow.ly/XYtd30e5mpB
travel;LA Reaches Deal to Host 2028 Summer Olympics https://landlopers.com/2017/07/31/travel-news-august-2-2017 … #travel #news
technology;How UX designers create great experiences for users: http://ga.co/2h9IkUr  via @101babich
technology;What is #Python (the programming language created in the late 1980s and named after Monty Python) used for? http://trhou.se/2tpFksH 
technology;I’m open to questions about Ruby, JS, interviewing, teaching people to code, and technical writing/speaking.
technology;My new @pluralsight course, SQL Server: Upgrading and Migrating to SQL Server 2016 went live last night! https://www.pluralsight.com/courses/sqlserver-2016-upgrading-migrating … #SQLServer
technology;"Break your #code and put it back together. In the world of #developers, that’s what everyone does."  http://trhou.se/2uEEx6f 
technology;The greatest trick the devil ever pulled was convincing programmers that the TIOBE language index was meaningful.
technology;Read about the new & upcoming courses at Treehouse: http://trhou.se/2uHaOrZ  #excel #react #learntocode
technology;Thanks @BenjaminBHerold for covering #TeacherCon and the 1,300 teachers ready to take on computer science this year!
technology;Do you have any questions about Elm? Let us know! Beginner or advanced, we don't care. Will reply to all questions.
technology;Learn to quickly set up #React projects using Create React App w/ @guilh in this workshop: http://trhou.se/2vbfZTI  #learntocode
technology;The problem with teaching children to think for themselves is they might come to disagree with us.
technology;Where is the next #SiliconValley? Demand for tech professionals is growing in these cities: http://ga.co/2vQIMKu  via @indeed
technology;A Practical Guide to Tree Based Learning Algorithms
technology;Learn more about #BigData in this post by @craigsdennis via @medium: http://trhou.se/2vmLQBg 
news;Facebook’s black employee representation has increased for the first time since 2014 http://tcrn.ch/2uWptAY  by @meganrosedickey
news;IBM and Sony Cram Up To 330 Terabytes Into Tiny Tape Cartridge http://bit.ly/2u0ouNB
news;The Pixel 2 could follow the iPhone's example and ditch its headphone jack http://cnet.co/2viomwC
news;Interactive stories are now available for #GoogleEarth on iOS http://cnet.co/2uYyIiF 
news;Fitbit turns teens off exercising, study finds http://tcrn.ch/2vp3zqH  by @riptari
news;Nintendo Switch gets Minecraft: Story Mode's first season on August 22 https://wp.me/p8wLEc-9tR4  by @tolkoto
news;8 things we learned from iPhone 8 leaks this week (so long, home button) http://cnet.co/2viCFS3 
news;Hustle scores $8M to kill telemarketing with personalized texts http://tcrn.ch/2voxQpJ  by @JoshConstine
news;This #drone swimming through Lake Erie wants to fight toxic algae blooms http://bit.ly/2viaW3M  via @WIRED
news;The team behind the cameras that shot #GotGVol2 have made a holographic phone http://cnet.co/2uYLFZU 
news;What we learned about the iPhone 8 from $APPL's earnings report http://cnet.co/2viJmUa
news;VR Is the Fastest-Growing Skill for Online Freelancers http://bit.ly/2hnw4jj 
news;Tim Cook says Apple was forced to comply with Chinese censors over VPNs, and they'd do it in the US too
news;'India’s leading digital wallet Paytm’s adding messaging to rival WhatsApp http://tnw.me/rHEJWZL'
travel;RT @v8aholic: @lonelyplanet A bit of travel inspiration for hump day. Antigua, Guatemala.
travel;Being wheelchair-bound couldn't hold back these Polish friends from achieving their wanderlust dreams.
travel;Life with Gansu's Tibetan nomads http://lptravel.to/u1ahVQ  by @tesshumphrys #BestinAsia #travel
travel;Okay who can help @reviewero with this India monsoon travel related question! #IncredibleIndia #traveltips #monsoontravel
travel;Chatting about 'Work & Travel' tomorrow from 2-3pm ET! #PassionPassport http://ow.ly/Gy9w30e53NC
travel;Canadian travel blogger changing notions about travel in India - and women travellers up 10%! http://bit.ly/2uW7Q4r  via @WomanAtWorkMag
travel;National Geographic Quest embarks on inaugural cruise https://landlopers.com/2017/07/31/travel-news-august-2-2017 … #travel #news
travel;The world's top 10 micronations http://lptravel.to/i1VNsO  #travel
travel;Learn basic Hindi for travel in India http://breathedreamgo.com/2013/10/learn-basic-hindi-travel-india/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost … #lp #NGTradar #TTOT #solotravel
travel;Today I hit the Manitoba road today. (In a good way.) f
travel;Google+ Stories: 48 hours in Dublin Hopefully by now you're aware of G+ stories, and maybe even using them http://rviv.ly/rvBXU  #oldpost
travel;Singapore's eat street: Keong Saik Road http://lptravel.to/jTQofa  by @chriszeiher #BestinAsia #travel
travel;6 amazing nature spots in SW Florida http://ift.tt/2voidP3 
travel;It's official! The 2028 Summer Olympics will be held in Los Angeles http://cntrvlr.co/j61jowq 
technology;#Elixir in times of #microservices by @josevalim
technology;Do you love @elixirphoenix? We do! Great tech talks are in the works at Elixir with Love Conf. Get tickets now!
technology;Setting Up Continuous Integration for an Elixir Project Using Semaphore http://elixirstatus.com/=CvV5  /cc @elixirweekly #elixirlang
technology;Reading "Metapragramming Elixir". Like the sentence "Head back over to your editor and let’s get to work." #myelixirstatus
technology;Joy of Elixir http://buff.ly/2w2aLXE  #elixirlang #myelixirstatus
technology;One of my favorite people in the Elixir community offers another great read. @michalmuskala #myelixirstatus
technology;Excited to be working with a great team at @letote. #myelixirstatus
technology;A Simple Step-by-Step Start to Using GraphQL with Rails: http://drianhillman.me/2017/05/06/gra
technology;Am I the only person that prefers consuming changelogs through Github's releases interface? Example
technology;“Accelerating Services at Airbnb by Building — and Open Sourcing — a Blazing Fast Thrift B…” by @andyfang_dz
technology;code doesn't follow design, both follow the vision. I don't know how anybody does it without at least some understanding of all 3
technology;Watch, Learn, Get Inspired at the #Startup Loft at the #AWSSummit in New York. Join us! http://amzn.to/2ux1KYI 
technology;DynamoDB Auto Scaling dynamically adjusts throughput capacity in response to actual traffic patterns: http://amzn.to/2s2p26L 
technology;We're excited to be a platinum sponsor for @ServerlessConf NYC Oct 8-11! Go #Serverless! http://amzn.to/2wlQEDa 
news;Magnetic tape data storage breakthrough will make your hard drive seem tiny http://gizmo.do/WsBJqCN 
news;WanderJaunt wants to make a brand for itself on Airbnb with $2M in seed funding http://tcrn.ch/2viYXD6  by @JohnMannes
news;Karma's next device is a Wi-Fi hotspot with built in Tor and a VPN http://tcrn.ch/2tZHMTj  by @sarahintampa
news;Master Facebook, Twitter, Instagram and more with this social media marketing deal — only $29 http://tnw.me/2zWVGwb 
news;IDC: Smartphone shipments fell 1.3% in Q2, but Samsung, Apple, Huawei, Oppo, and Xiaomi all gained share https://wp.me/p8wLEc-9tQL  by @EPro
news;Lyft adds 3 causes to charity program, will match Apple Pay donations http://tcrn.ch/2tZFUKh  by @etherington
news;Smash.gg raises $11 million for esports tournament platform https://wp.me/p8wLEc-9tzn  by @deantak
news;Smash.gg raises $11 million for esports tournament platform https://wp.me/p8wLEc-9tzn  by @deantak
news;This outfit wants startups to trade their equity for patents from big tech players http://tcrn.ch/2tZGyHG  by @cookie
news;#Nvidia and Remedy use neural networks for eerily good facial animation https://arstechnica.co.uk/gaming/2017/08/nvidia-remedy-neural-network-facial-animation/ … by @markalexwalton #facialanimation
news;Microsoft may be making a Surface keyboard for... the iPad? http://tnw.me/ymYmpPU 
news;Google Maps cofounder Lars Rasmussen wants to make running fun through music http://tcrn.ch/2wlWRza  by @jordanrcrook
news;#Apple, #Google dump over 300 #apps doing #unlicensed trading.  https://yourstory.com/2017/08/apple-google-dump-300-trading-apps/?utm_source=Twitter&utm_medium=Post …
news;Wia, a cloud platform for IoT device developers, scores €750K seed funding http://tcrn.ch/2f8kXKj  by @sohear
travel;10 Photos That Will Inspire You to Head to Eastern Switzerland https://whywaittoseetheworld.com/10-photos-will-inspire-head-eastern-switzerland/ … via @whywaitworld
travel;Exploring the Alay Valley: Central Asia's trekking utopia http://lptravel.to/l2qRfU  by@bradley_mayhew #travel
travel;RT @Aerohaveno: Impressive sunset over Docklands tonight. Almost makes up for the cold!
travel;Athens' best rooftop bars http://lptravel.to/VLqLXL  by @tejadamarissa #travel
travel;You can't by happiness, but you can buy coffee ... and that's pretty close ☕️ @mykonostheoxeniahotel #mykonos http://ift.tt/2u2sAVq 
travel;RT @cyprusmail: The Cyprus Tourism Organisation makes 47 beaches accessible to people with special needs: http://cyprus-mail.com/2017/08/01/cto-makes-47-beaches-accessible-people-special-needs-full-list/ …
travel;A segway tour of Copenhagen A segway tour of Copenhagen may seem a little strange when Copenhagen mainly s http://rviv.ly/utXL2  #oldpost
travel;Photographer reveals remote #Turkey's hidden side with these surprising and beautiful images: http://lptravel.to/Zw8lL8  @LPtravelnews
travel;Great drive from Winnipeg to Riding National Park. Had Manitoba beer in a barley field, took gravel roads, heard bear stories.
travel;Of spice and sun: Travel tales in Odisha http://breathedreamgo.com/2012/12/travel-tales-in-odisha/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost … #lp #NGTradar #TTOT #solotravel
travel;A first-timer’s guide to Ile de Ré: laid-back French seaside chic at its best http://lptravel.to/ZQZQRF  @mary_novakovich #travel
travel;New post: Gorilla Trekking in the Democratic Republic of the Congo
travel;Kaya toast ice cream and beef cheek bao: Chris Zeiher munches his way along #Singapore’s eat street http://lptravel.to/jTQofa  @chriszeiher
travel;Joshua Tree National Park is officially one of the best places to stargaze http://cntrvlr.co/ergMThb 
technology;Seven Awesome Things You Can Build with @nodejs: http://trhou.se/2f8kTdx 
technology;Are you revamping your technical #trainingprogram? Try these ideas to boost team engagement and inspire curiosity: http://bit.ly/2v1RWqf 
technology;There’s one question every new Android developer should be asking themselves: should I be learning @Kotlin or @Java? http://trhou.se/2uR9mTP 
technology;Whether you're using them in a project or just learning how they work, these React applications are worth a look.
technology;There's no all-in-one solution to solve your #Azure cloud needs. Make an informed decision for your developers: http://plrsig.ht/2tVtS89 
technology;“Getting Started with CSS Flexbox” by Rishabh Saxena:
technology;Set up #ContinuousIntegration for an Elixir Phoenix project using Semaphore http://bit.ly/2uYv7Rz #myelixirstatus #cicd
technology;Sure. Put those tokens in your ENV. They're totally safe there. Till you install a malicious npm package.
technology;Don't miss "Data Science is Too Important to Be Left to Just the Data Scientists" at #PluralsightLIVE: http://plrsig.ht/2gQHfAO 
technology;Read how to build a #training program that connects #learning to career goals by @EmSchw: http://trhou.se/2vN6Aiu 
technology;Thanks, @TimeOutNewYork, for recommending our Programming for Non-Programmers workshop! http://ga.co/2ukz7Kd  cc @asmantz
technology;Write select first & check expected affected rows, then clone table, dummy run, truncate and re-clone if wrong before applying to live data
technology;Finished a Codecademy course? Test your skills with a classic brain-teaser often asked in developer job interviews!
technology;"There aren’t many people my age in the same position without a college degree, but in tech, it’s possible." http://trhou.se/2vf3bv4 
news;Proof that workers want to relinquish their menial jobs to chatbots: https://venturebeat.com/2017/08/01/heres-proof-that-workers-want-to-relinquish-their-menial-jobs-to-chatbots/ …
news;Sony and IBM stuffed 330TB into a palm-sized cartridge http://tnw.me/Ug53EzE 
news;LG confirms its next smartphone will feature a massive six-inch OLED screen http://tcrn.ch/2vkPScP  by @jonrussell
news;Lunar nanobots could bring gaming to the moon http://cnet.co/2wob52w 
news;Mystro helps new Uber drivers learn how to optimize the system
news;US scientists used Crispr to fix a gene in human embryos for the first time. It worked—but not like they expected
news;Ikea is selling solar batteries in the UK http://cnet.co/2vkIcXY  @IKEAUK
news;SIGMA #accelerator from @Zinnov and GIZ aims to give social enterprises a hand in #scalingup LAST DAY to apply Aug4
news;Facebook has its own Amazon Echo in the works. https://venturebeat.com/2017/08/01/facebook-is-reportedly-developing-a-video-chat-device-and-smart-speaker/ …
news;Hyperloop One’s next step is to test airlocks for pod entry and exit http://tcrn.ch/2uWCWcp 
news;Mac vs Windows: Why it doesn’t matter so much anymore http://tnw.me/TkQsUwi
news;Meadow is the Amazon of weed http://tcrn.ch/2uVXHoi 
news;The LG V30 could have one less screen than the V20 http://cnet.co/2wnO53N 
news;Two secret #Windows10 buttons you need to know http://cnet.co/2v1BbJ9  @Windows
travel;Have you traveled by van? 🚐
travel;Stairway to heaven #mawibeach #lombok #indonesia
travel;LP Local Vesna Celebic explains why she loves her city - stunning #Dubrovnik! http://lptravel.to/Zda8Dv  @Dubrovnikguided
travel;Air France passenger boards wrong flight, goes to sleep and wakes up in a different country http://cntrvlr.co/DeS2nWv 
travel;From the wetlands of Ōsaki to the marine life of Cuba, journey the globe with these fresh, award-winning photos
travel;Tea time at the dunes! http://buff.ly/2tvqJfx  @Wolwedans_NAM #desert #travel
travel;MT @Go2MattPhillips: WARNING! Pickpockets! Charges pending for trying to steal the Stawamus Chief's show. Entertaining munchkins #lpincanada
travel;Why your next family vacation should be on a cruise http://cntrvlr.co/Xc3JfaR
travel;I walked in a barley field drinking #Manitoba lager with its makers (Neepawa's @FarmeryBrewery). They welcome you to drink in their fields.
travel;One of the best ways to get to know the local culture of a city? Pay attention to the street art.
travel;Love this award-winning photo of the buff-tailed coronet in Ecuador? Take in a stunning look at hummingbird flight: http://on.natgeo.com/2v0tG5j
travel;Tracking the Real Snow White in Bad Wildungen Germany https://landlopers.com/2016/08/16/bad-wildungen … #Germanytravel #germany #europe
travel;Experience the best of #Vancouver for free: http://lptravel.to/AaVFfE  by @johnleewriter #travel #Canada
travel;10 movies that immortalize Colorado http://ift.tt/2u1iofT 
technology;What we’ve learned from .NET Core SDK Telemetry @runfaster2000 @dotnet
technology;Get started with Firebase authentication for iOS.
technology;What is #Python (the programming language created in the late 1980s and named after Monty Python) used for? http://trhou.se/2tpFksH
technology;Run Lambda functions globally with Lambda@Edge, now available to all customers: http://amzn.to/2vuZbHV 
technology;Learn how to monitor & track your cloud resources with this video by cloud expert @janakiramm
technology;Learn how Bandwidth built a text-to-speech application into their communications offerings with Amazon Polly. http://amzn.to/2vv5wTF
technology;Speed up DynamoDB response times from milliseconds to microseconds without application rewrite. http://amzn.to/2vuORj9 
technology;New on the #AI Blog: Exploiting the Unique Features of the Apache MXNet Deep Learning Framework with a Cheat Sheet. http://amzn.to/2vuMlcB 
technology;Learn how to run common data science packages on Anaconda and Oozie with Amazon EMR. http://amzn.to/2vukSaR 
technology;Learn how these #nonprofits speed time to cure in our recent blog post: http://amzn.to/2wnfeUv 
technology;Learn how to simplify your security management and establish endpoint protection on AWS. http://amzn.to/2wn9KZB 
technology;This is My Architecture: @Ocado builds secure, loosely coupled microsvcs using Route53,Elastic Beanstalk & DynamoDB http://amzn.to/2ulpvPA 
technology;Learn how to switch your security strategy when burdened with poor tooling in our webinar. http://amzn.to/2vusLgx 
technology;Use Amazon Cloud Directory to build & run applications that need HIPAA & PCI compliance in the AWS Cloud! http://amzn.to/2wmUDzw 
news;Germany is now one of few countries that bans workplace keylogging http://tnw.me/lx4pmzx 
news;Why Android O has us more excited than #iOS11 http://cnet.co/2vuXYjA
news;Tesla's stock charges up thanks to Model 3 demand and higher revenue
news;Whatever makes you feel better about @Apple kowtowing to Chinese censorship, Mr. Cook. https://venturebeat.com/2017/08/02/apple-ceo-cook-defends-move-to-censor-chinese-apps/ …
news;Here are the best startup cities in the Midwest http://tcrn.ch/2uVNtEq 
news;Smart belt helps Parkinson's patients, elderly with balance http://cnet.co/2wnQgEr 
news;Samsung launches a ginormous 88-inch TV that costs $20,000 http://tnw.me/Aai4BYr
news;SpaceX helped Tesla with a huge headache in its cars http://tcrn.ch/2w87O7Z 
news;Hackers take control of large outdoor screen in Cardiff to broadcast offensive messages http://tnw.me/QBeuFaG 
news;Bootstrapped @3dot14digital is putting #companies on the #digital path https://yourstory.com/2017/08/bootstrapped-3-14-digital/?utm_source=Twitter&utm_medium=Post …
news;Can @Facebook Workplace crush Slack and Microsoft Teams beneath its blue heel? https://venturebeat.com/2017/08/01/facebooks-plan-to-convince-businesses-workplace-beats-slack-and-microsoft-teams/ …
news;Study shows VR programming skill is at the top of employer wishlists http://tnw.me/YDfDywH 
news;Square continues its stellar stock market run http://tcrn.ch/2w817CX 
news;Kuri is watching you. Kuri knows your face. https://venturebeat.com/2017/08/01/the-kuri-home-robot-will-use-facial-recognition-to-record-video/ …
travel;“It is better to travel than to arrive.” – Buddha.
travel;Where to go in September for relaxation http://lptravel.to/S2QkGk  #travel
travel;You can have a beer while standing in Slovenia and Croatia at the same time http://cntrvlr.co/cYxxVSr 
travel;via @OttsWorld Why Would Someone Live in the Canadian Arctic?: https://www.ottsworld.com/blogs/why-would-someone-live-canadian-arctic-inuvik/ … … #Travel #Canada
